American Community Survey (ACS) Data Time Period,Borough,Borough Community District Code,Community District Name,Language,LEP Population (Estimate),% of LEP Population,CVALEP Population (Estimate),% of CVALEP Population
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Norwegian,15.0,0.0,0.0,0.0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Other Afro-Asiatic languages,22.0,0.1,0.0,0.0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Other Niger-Congo languages,102.0,0.3,27.0,0.2
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Other languages of Asia,169.0,0.5,101.0,0.6
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Polish,3460.0,11.1,2409.0,13.8
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Portuguese,124.0,0.4,0.0,0.0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Russian,371.0,1.2,79.0,0.5
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Serbian,14.0,0.0,0.0,0.0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Slovak,54.0,0.2,54.0,0.3
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Spanish,10689.0,34.4,7268.0,41.8
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Tagalog,62.0,0.2,22.0,0.1
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Tamil,10.0,0.0,10.0,0.1
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Telugu,17.0,0.1,17.0,0.1
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Thai,26.0,0.1,0.0,0.0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Tibetan,27.0,0.1,27.0,0.2
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Turkish,81.0,0.3,41.0,0.2
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Vietnamese,25.0,0.1,25.0,0.1
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Yiddish,10489.0,33.7,4431.0,25.5
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Akan (incl. Twi),33.0,0.3,0.0,0.0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Albanian,25.0,0.2,25.0,0.5
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Arabic,223.0,2.1,136.0,2.5
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Bengali,131.0,1.2,101.0,1.9
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Burmese,17.0,0.2,17.0,0.3
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene","Chinese (incl. Mandarin, Cantonese)",2714.0,25.7,1158.0,21.6
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Czech,7.0,0.1,7.0,0.1
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Dutch,24.0,0.2,0.0,0.0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Filipino,37.0,0.3,37.0,0.7
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",French,185.0,1.7,80.0,1.5
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Fulah,116.0,1.1,53.0,1.0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Gujarati,16.0,0.2,16.0,0.3
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Haitian,76.0,0.7,23.0,0.4
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Hebrew,150.0,1.4,98.0,1.8
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Igbo,75.0,0.7,38.0,0.7
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Italian,113.0,1.1,56.0,1.0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Japanese,314.0,3.0,33.0,0.6
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Karen languages,12.0,0.1,0.0,0.0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Korean,334.0,3.2,138.0,2.6
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Lao,6.0,0.1,6.0,0.1
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Min Nan Chinese,50.0,0.5,0.0,0.0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Other Niger-Congo languages,8.0,0.1,8.0,0.1
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Other and unspecified languages,25.0,0.2,17.0,0.3
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Portuguese,51.0,0.5,18.0,0.3
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Romanian,43.0,0.4,0.0,0.0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Russian,176.0,1.7,163.0,3.0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Spanish,4251.0,40.2,2662.0,49.7
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Tagalog,23.0,0.2,23.0,0.4
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Tamil,19.0,0.2,19.0,0.4
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Turkish,15.0,0.1,15.0,0.3
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Ukrainian,69.0,0.7,55.0,1.0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Vietnamese,26.0,0.2,10.0,0.2
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Yiddish,1208.0,11.4,349.0,6.5
2015-2019,Brooklyn,303,Bedford Stuyvesant,Akan (incl. Twi),48.0,0.3,0.0,0.0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Arabic,79.0,0.5,26.0,0.4
2015-2019,Brooklyn,303,Bedford Stuyvesant,Bengali,447.0,3.0,265.0,3.8
2015-2019,Brooklyn,303,Bedford Stuyvesant,"Chinese (incl. Mandarin, Cantonese)",799.0,5.4,365.0,5.2
2015-2019,Brooklyn,303,Bedford Stuyvesant,Edoid languages,30.0,0.2,30.0,0.4
2015-2019,Brooklyn,303,Bedford Stuyvesant,French,468.0,3.2,315.0,4.5
2015-2019,Brooklyn,303,Bedford Stuyvesant,Fulah,94.0,0.6,50.0,0.7
2015-2019,Brooklyn,303,Bedford Stuyvesant,Ga,12.0,0.1,12.0,0.2
2015-2019,Brooklyn,303,Bedford Stuyvesant,German,30.0,0.2,30.0,0.4
2015-2019,Brooklyn,303,Bedford Stuyvesant,Greek,3.0,0.0,3.0,0.0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Haitian,217.0,1.5,134.0,1.9
2015-2019,Brooklyn,303,Bedford Stuyvesant,Hebrew,373.0,2.5,131.0,1.9
2015-2019,Brooklyn,303,Bedford Stuyvesant,Hungarian,37.0,0.2,16.0,0.2
2015-2019,Brooklyn,303,Bedford Stuyvesant,Igbo,16.0,0.1,0.0,0.0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Italian,91.0,0.6,9.0,0.1
2015-2019,Brooklyn,303,Bedford Stuyvesant,Jamaican Creole English,86.0,0.6,0.0,0.0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Japanese,45.0,0.3,0.0,0.0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Korean,111.0,0.7,15.0,0.2
2015-2019,Brooklyn,303,Bedford Stuyvesant,Lithuanian,28.0,0.2,0.0,0.0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other English-based Creole languages,19.0,0.1,0.0,0.0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other Mande languages,297.0,2.0,0.0,0.0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other languages of Africa,136.0,0.9,76.0,1.1
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other languages of Asia,9.0,0.1,0.0,0.0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Polish,17.0,0.1,17.0,0.2
2015-2019,Brooklyn,303,Bedford Stuyvesant,Romanian,13.0,0.1,13.0,0.2
2015-2019,Brooklyn,303,Bedford Stuyvesant,Russian,114.0,0.8,65.0,0.9
2015-2019,Brooklyn,303,Bedford Stuyvesant,Spanish,6967.0,46.9,4176.0,59.3
2015-2019,Brooklyn,303,Bedford Stuyvesant,Tamil,15.0,0.1,0.0,0.0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Turkish,14.0,0.1,0.0,0.0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Ukrainian,11.0,0.1,11.0,0.2
2015-2019,Brooklyn,303,Bedford Stuyvesant,Yiddish,4166.0,28.1,1235.0,17.5
2015-2019,Brooklyn,303,Bedford Stuyvesant,Yoruba,48.0,0.3,48.0,0.7
2015-2019,Brooklyn,304,Bushwick,Arabic,121.0,0.4,27.0,0.2
2015-2019,Brooklyn,304,Bushwick,Bengali,143.0,0.5,82.0,0.6
2015-2019,Brooklyn,304,Bushwick,Bulgarian,22.0,0.1,0.0,0.0
2015-2019,Brooklyn,304,Bushwick,Cebuano,9.0,0.0,9.0,0.1
2015-2019,Brooklyn,304,Bushwick,"Chinese (incl. Mandarin, Cantonese)",1345.0,4.8,700.0,5.0
2015-2019,Brooklyn,304,Bushwick,Dutch,37.0,0.1,37.0,0.3
2015-2019,Brooklyn,304,Bushwick,French,173.0,0.6,128.0,0.9
2015-2019,Brooklyn,304,Bushwick,German,16.0,0.1,0.0,0.0
2015-2019,Brooklyn,304,Bushwick,Greek,55.0,0.2,55.0,0.4
2015-2019,Brooklyn,304,Bushwick,Haitian,300.0,1.1,191.0,1.4
2015-2019,Brooklyn,304,Bushwick,Hebrew,13.0,0.0,13.0,0.1
2015-2019,Brooklyn,304,Bushwick,Hindi,83.0,0.3,0.0,0.0
2015-2019,Brooklyn,304,Bushwick,Ilocano,14.0,0.0,14.0,0.1
2015-2019,Brooklyn,304,Bushwick,Italian,62.0,0.2,15.0,0.1
2015-2019,Brooklyn,304,Bushwick,Jamaican Creole English,17.0,0.1,17.0,0.1
2015-2019,Brooklyn,304,Bushwick,Japanese,172.0,0.6,0.0,0.0
2015-2019,Brooklyn,304,Bushwick,Korean,7.0,0.0,7.0,0.0
2015-2019,Brooklyn,304,Bushwick,Malayalam,18.0,0.1,0.0,0.0
2015-2019,Brooklyn,304,Bushwick,Nepali,16.0,0.1,16.0,0.1
2015-2019,Brooklyn,304,Bushwick,Other and unspecified languages,32.0,0.1,0.0,0.0
2015-2019,Brooklyn,304,Bushwick,Other languages of Africa,20.0,0.1,20.0,0.1
2015-2019,Brooklyn,304,Bushwick,Other languages of Asia,57.0,0.2,17.0,0.1
2015-2019,Brooklyn,304,Bushwick,Polish,106.0,0.4,53.0,0.4
2015-2019,Brooklyn,304,Bushwick,Portuguese,52.0,0.2,30.0,0.2
2015-2019,Brooklyn,304,Bushwick,Punjabi,76.0,0.3,50.0,0.4
2015-2019,Brooklyn,304,Bushwick,Russian,167.0,0.6,100.0,0.7
2015-2019,Brooklyn,304,Bushwick,Spanish,24777.0,88.0,12335.0,87.6
2015-2019,Brooklyn,304,Bushwick,Tagalog,39.0,0.1,39.0,0.3
2015-2019,Brooklyn,304,Bushwick,Thai,15.0,0.1,15.0,0.1
2015-2019,Brooklyn,304,Bushwick,Tibetan,25.0,0.1,25.0,0.2
2015-2019,Brooklyn,304,Bushwick,Urdu,22.0,0.1,22.0,0.2
2015-2019,Brooklyn,304,Bushwick,Vietnamese,77.0,0.3,0.0,0.0
2015-2019,Brooklyn,304,Bushwick,Wolof,16.0,0.1,0.0,0.0
2015-2019,Brooklyn,304,Bushwick,Yiddish,18.0,0.1,18.0,0.1
2015-2019,Brooklyn,304,Bushwick,Yoruba,42.0,0.1,42.0,0.3
2015-2019,Brooklyn,305,"East New York, Starrett City",Arabic,134.0,0.6,93.0,0.7
2015-2019,Brooklyn,305,"East New York, Starrett City",Bengali,1606.0,6.9,906.0,7.0
2015-2019,Brooklyn,305,"East New York, Starrett City",Burmese,6.0,0.0,6.0,0.0
2015-2019,Brooklyn,305,"East New York, Starrett City","Chinese (incl. Mandarin, Cantonese)",1139.0,4.9,698.0,5.4
2015-2019,Brooklyn,305,"East New York, Starrett City",Dutch,11.0,0.0,11.0,0.1
2015-2019,Brooklyn,305,"East New York, Starrett City",French,224.0,1.0,91.0,0.7
2015-2019,Brooklyn,305,"East New York, Starrett City",Ga,24.0,0.1,0.0,0.0
2015-2019,Brooklyn,305,"East New York, Starrett City",Haitian,487.0,2.1,339.0,2.6
2015-2019,Brooklyn,305,"East New York, Starrett City",Hindi,219.0,0.9,34.0,0.3
2015-2019,Brooklyn,305,"East New York, Starrett City",Hungarian,23.0,0.1,0.0,0.0
2015-2019,Brooklyn,305,"East New York, Starrett City",Igbo,14.0,0.1,0.0,0.0
2015-2019,Brooklyn,305,"East New York, Starrett City",Italian,22.0,0.1,12.0,0.1
2015-2019,Brooklyn,305,"East New York, Starrett City",Jamaican Creole English,69.0,0.3,69.0,0.5
2015-2019,Brooklyn,305,"East New York, Starrett City",Korean,177.0,0.8,158.0,1.2
2015-2019,Brooklyn,305,"East New York, Starrett City",Lithuanian,14.0,0.1,14.0,0.1
2015-2019,Brooklyn,305,"East New York, Starrett City",Nepali,59.0,0.3,38.0,0.3
2015-2019,Brooklyn,305,"East New York, Starrett City",Other languages of Africa,149.0,0.6,149.0,1.1
2015-2019,Brooklyn,305,"East New York, Starrett City",Pashto,20.0,0.1,20.0,0.2
2015-2019,Brooklyn,305,"East New York, Starrett City",Polish,84.0,0.4,45.0,0.3
2015-2019,Brooklyn,305,"East New York, Starrett City",Portuguese,13.0,0.1,0.0,0.0
2015-2019,Brooklyn,305,"East New York, Starrett City",Russian,1785.0,7.7,1562.0,12.0
2015-2019,Brooklyn,305,"East New York, Starrett City",Spanish,16622.0,71.8,8629.0,66.2
2015-2019,Brooklyn,305,"East New York, Starrett City",Tagalog,25.0,0.1,25.0,0.2
2015-2019,Brooklyn,305,"East New York, Starrett City",Tamil,36.0,0.2,0.0,0.0
2015-2019,Brooklyn,305,"East New York, Starrett City",Ukrainian,75.0,0.3,75.0,0.6
2015-2019,Brooklyn,305,"East New York, Starrett City",Urdu,37.0,0.2,37.0,0.3
2015-2019,Brooklyn,305,"East New York, Starrett City",Wolof,35.0,0.2,17.0,0.1
2015-2019,Brooklyn,305,"East New York, Starrett City",Yoruba,28.0,0.1,0.0,0.0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Arabic,37.0,0.6,19.0,0.5
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Bengali,15.0,0.3,15.0,0.4
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens","Chinese (incl. Mandarin, Cantonese)",872.0,15.1,625.0,17.4
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Danish,12.0,0.2,0.0,0.0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",French,147.0,2.5,125.0,3.5
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",German,25.0,0.4,0.0,0.0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Greek,28.0,0.5,21.0,0.6
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Haitian,112.0,1.9,33.0,0.9
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Hungarian,12.0,0.2,0.0,0.0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Irish,7.0,0.1,0.0,0.0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Italian,106.0,1.8,59.0,1.6
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Jamaican Creole English,28.0,0.5,0.0,0.0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Japanese,210.0,3.6,91.0,2.5
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Korean,60.0,1.0,14.0,0.4
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Other Central and South American languages,38.0,0.7,0.0,0.0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Pashto,28.0,0.5,28.0,0.8
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Polish,98.0,1.7,85.0,2.4
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Portuguese,61.0,1.1,0.0,0.0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Russian,177.0,3.1,156.0,4.4
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Spanish,3587.0,62.0,2280.0,63.6
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Swedish,47.0,0.8,0.0,0.0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Tagalog,9.0,0.2,0.0,0.0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Turkish,16.0,0.3,0.0,0.0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Ukrainian,26.0,0.4,0.0,0.0
2015-2019,Brooklyn,306,"Park Slope, Carroll Gardens",Yiddish,32.0,0.6,32.0,0.9
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Albanian,29.0,0.0,29.0,0.1
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Arabic,755.0,1.2,422.0,1.9
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Bengali,657.0,1.0,299.0,1.3
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Bulgarian,15.0,0.0,0.0,0.0
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Burmese,45.0,0.1,45.0,0.2
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Cebuano,14.0,0.0,14.0,0.1
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Chin languages,51.0,0.1,29.0,0.1
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace","Chinese (incl. Mandarin, Cantonese)",28346.0,45.3,9701.0,43.6
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Finnish,44.0,0.1,0.0,0.0
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",French,115.0,0.2,44.0,0.2
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Greek,22.0,0.0,22.0,0.1
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Gujarati,31.0,0.0,15.0,0.1
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Hebrew,91.0,0.1,61.0,0.3
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Hindi,130.0,0.2,91.0,0.4
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Hungarian,53.0,0.1,53.0,0.2
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",India N.E.C.,1.0,0.0,0.0,0.0
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Italian,271.0,0.4,254.0,1.1
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Japanese,191.0,0.3,20.0,0.1
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Karen languages,15.0,0.0,0.0,0.0
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Khmer,9.0,0.0,9.0,0.0
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Korean,71.0,0.1,0.0,0.0
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Marathi,34.0,0.1,34.0,0.2
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Min Nan Chinese,213.0,0.3,96.0,0.4
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Other Afro-Asiatic languages,24.0,0.0,12.0,0.1
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Other Indo-European languages,14.0,0.0,0.0,0.0
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Other and unspecified languages,56.0,0.1,0.0,0.0
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Polish,576.0,0.9,341.0,1.5
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Portuguese,65.0,0.1,25.0,0.1
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Romanian,59.0,0.1,8.0,0.0
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Russian,884.0,1.4,803.0,3.6
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Spanish,28408.0,45.4,9049.0,40.7
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Tagalog,51.0,0.1,15.0,0.1
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Tamil,15.0,0.0,15.0,0.1
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Telugu,61.0,0.1,20.0,0.1
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Thai,54.0,0.1,12.0,0.1
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Tibetan,25.0,0.0,25.0,0.1
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Turkish,66.0,0.1,26.0,0.1
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Ukrainian,69.0,0.1,69.0,0.3
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Urdu,331.0,0.5,114.0,0.5
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Vietnamese,331.0,0.5,243.0,1.1
2015-2019,Brooklyn,307,"Sunset Park, Windsor Terrace",Yiddish,339.0,0.5,217.0,1.0
2015-2019,Brooklyn,308,Crown Heights North,Akan (incl. Twi),77.0,1.0,15.0,0.3
2015-2019,Brooklyn,308,Crown Heights North,Albanian,13.0,0.2,0.0,0.0
2015-2019,Brooklyn,308,Crown Heights North,Arabic,453.0,5.6,276.0,6.0
2015-2019,Brooklyn,308,Crown Heights North,Bengali,297.0,3.7,206.0,4.5
2015-2019,Brooklyn,308,Crown Heights North,"Chinese (incl. Mandarin, Cantonese)",458.0,5.7,102.0,2.2
2015-2019,Brooklyn,308,Crown Heights North,Farsi,14.0,0.2,0.0,0.0
2015-2019,Brooklyn,308,Crown Heights North,Filipino,58.0,0.7,33.0,0.7
2015-2019,Brooklyn,308,Crown Heights North,French,490.0,6.1,214.0,4.6
2015-2019,Brooklyn,308,Crown Heights North,German,35.0,0.4,35.0,0.8
2015-2019,Brooklyn,308,Crown Heights North,Haitian,1430.0,17.7,641.0,13.9
2015-2019,Brooklyn,308,Crown Heights North,Hebrew,77.0,1.0,39.0,0.8
2015-2019,Brooklyn,308,Crown Heights North,Hindi,22.0,0.3,22.0,0.5
2015-2019,Brooklyn,308,Crown Heights North,Italian,44.0,0.5,44.0,1.0
2015-2019,Brooklyn,308,Crown Heights North,Jamaican Creole English,38.0,0.5,38.0,0.8
2015-2019,Brooklyn,308,Crown Heights North,Japanese,242.0,3.0,95.0,2.1
2015-2019,Brooklyn,308,Crown Heights North,Korean,16.0,0.2,0.0,0.0
2015-2019,Brooklyn,308,Crown Heights North,Other Bantu languages,18.0,0.2,18.0,0.4
2015-2019,Brooklyn,308,Crown Heights North,Other English-based Creole languages,26.0,0.3,26.0,0.6
2015-2019,Brooklyn,308,Crown Heights North,Other Niger-Congo languages,79.0,1.0,33.0,0.7
2015-2019,Brooklyn,308,Crown Heights North,Polish,28.0,0.3,28.0,0.6
2015-2019,Brooklyn,308,Crown Heights North,Portuguese,26.0,0.3,11.0,0.2
2015-2019,Brooklyn,308,Crown Heights North,Russian,256.0,3.2,235.0,5.1
2015-2019,Brooklyn,308,Crown Heights North,Serbian,25.0,0.3,0.0,0.0
2015-2019,Brooklyn,308,Crown Heights North,Spanish,3505.0,43.3,2201.0,47.8
2015-2019,Brooklyn,308,Crown Heights North,Tagalog,20.0,0.2,20.0,0.4
2015-2019,Brooklyn,308,Crown Heights North,Tamil,50.0,0.6,50.0,1.1
2015-2019,Brooklyn,308,Crown Heights North,Ukrainian,44.0,0.5,44.0,1.0
2015-2019,Brooklyn,308,Crown Heights North,Vietnamese,71.0,0.9,53.0,1.2
2015-2019,Brooklyn,308,Crown Heights North,Wolof,28.0,0.3,28.0,0.6
2015-2019,Brooklyn,308,Crown Heights North,Yiddish,144.0,1.8,99.0,2.1
2015-2019,Brooklyn,308,Crown Heights North,Yoruba,9.0,0.1,0.0,0.0
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Afrikaans,19.0,0.2,0.0,0.0
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Akan (incl. Twi),86.0,0.9,46.0,1.0
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Albanian,45.0,0.5,28.0,0.6
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Arabic,268.0,2.9,71.0,1.5
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Armenian,76.0,0.8,33.0,0.7
2015-2019,Brooklyn,309,"Crown Heights South, Wingate","Chinese (incl. Mandarin, Cantonese)",278.0,3.0,195.0,4.2
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Croatian,28.0,0.3,0.0,0.0
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Czech,20.0,0.2,0.0,0.0
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",French,444.0,4.7,149.0,3.2
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Fulah,20.0,0.2,0.0,0.0
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",German,11.0,0.1,0.0,0.0
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Greek,44.0,0.5,44.0,1.0
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Haitian,4004.0,42.8,2229.0,48.2
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Hebrew,557.0,5.9,348.0,7.5
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Hindi,21.0,0.2,21.0,0.5
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Hungarian,17.0,0.2,17.0,0.4
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Igbo,119.0,1.3,0.0,0.0
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Italian,29.0,0.3,29.0,0.6
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Jamaican Creole English,66.0,0.7,33.0,0.7
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Japanese,87.0,0.9,0.0,0.0
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Korean,71.0,0.8,14.0,0.3
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Other Central and South American languages,20.0,0.2,0.0,0.0
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Other English-based Creole languages,16.0,0.2,16.0,0.3
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Polish,43.0,0.5,14.0,0.3
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Portuguese,29.0,0.3,0.0,0.0
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Russian,223.0,2.4,92.0,2.0
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Spanish,2411.0,25.7,1053.0,22.8
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Ukrainian,15.0,0.2,15.0,0.3
2015-2019,Brooklyn,309,"Crown Heights South, Wingate",Yiddish,298.0,3.2,177.0,3.8
2015-2019,Brooklyn,310,"Bay Ridge, Dyker Heights",Akan (incl. Twi),17.0,0.1,17.0,0.1
2015-2019,Brooklyn,310,"Bay Ridge, Dyker Heights",Albanian,483.0,1.5,184.0,1.1
2015-2019,Brooklyn,310,"Bay Ridge, Dyker Heights",Arabic,3101.0,9.8,1798.0,10.8
2015-2019,Brooklyn,310,"Bay Ridge, Dyker Heights",Bengali,181.0,0.6,83.0,0.5
